,Review
598,"not even worth finishing this book!  this author does not know enough to even write this book!  i have personal connections with blackwater and i know not one of the employees is even close to what he makes them out to be.  it is a one sided story not based on facts, which it what most writers do, but purely fiction!  the only few misfortunes blackwater has had is what he bases his book on, not the postive stories that i hear about everyday.  don't waste your money
"
1309,"excellent. as the title states the ""ultimate"". should be the first book purchased, borrowed or stolen for the enthusiast
"
812,"wow! i read all these great reviews and thought this would be a great book. luckily, i got it out of the library & didn't buy it. i liked it at first, but then the situations got more & more implausible. then i was reading it just to laugh at it. some of the sentences in the book were completely ridiculous too. if i had the book here at work with me, maybe i could quote a couple descriptions that just had me rolling my eyes. not a well written book at all in my humble opinion. glad the rest of you enjoyed it anyway
"
1080,"having spent five years trying to establish an open-source software platform standard, in retrospect it would have been awfully nice to have had this book.  if you're going to compete with the big commercial firms you have to be comparable to or better than they are in as many areas as possible
"
1173,"i read the book first in its html form, from raymond's site, and i felt need to buy the real book.
its format is very appropriate and shows the best we have in unix.
even though i have a degree in chemical engineering, i found it to be a valuable resource for my own projects for open source development
"
360,"let's face it--if you want to get a non-fiction self help type book published and sold today, you better have a completely original idea--or make it controversial and provacative.  i would hope that ms. bennetts' opinions are written for this purpose since they are so extreme.

i am a college educated stay at home mom of two small boys.  i am proud to be doing that and to be defering to my husband to support me/us financially in this mutual decision.  i feel it's a personal decision to stay home and try not to be judgemental of others, but to me there is no career worth giving up taking them and picking them up from school everyday, helping in their class, having simple chats after school, and most important being very present in their young lives.

does that mean i'm sitting back fat, dumb and happy, expecting 100% to live the fairy tale so i can turn stupid and dependent on him for my every need?  of course not.  our relationship is solid, his job is as stable as one can be, we have good life insurance and a lot of it. here's an important one--we live within our means!  we don't have two leased cars and a house we can't afford. 

in addition, while i have ""given up"" my career to raise my kids full time, i have a lot of skills, drive, and no doubt that in that worst case scenario i could provide an income when and if i need to.

i certainly would hope no one would give up the opportunity to stay home because of these so called realistic fears.  look, if you want to be a working mom by choice--knock yourself out.  but don't look for excuses to justify it to yourself and others by saying you're doing it in case of the worst.  that would be a bigger ""feminine"" mistake
"
1675,"ch.9 - heated moments - graphic details of a girl starting her period. writing makes it seem that a girl's period is something wrong
"
585,"i, too, have an ma in american history, and i was never given reason to think about each of two questions raised by this important book. firstly and fundamentally, what was the timetable by which the british military were expected to leave the former colonies, and, second, what ""property"" could they take with them, especially as ""property"" had a very particular meaning here in the new nation? 
was the revolution in large part fought to maintain slavery? that surely bears on the problematic nature of our constitution.
the wonderfully gifted writer and historian (would that they were always the same thing!)poses these vital questions. and we are fortunate that the near simultaneous publication of david b. davis' inhuman bondage complements this fine effort. so, as one reviewer suggests, it is in some ways an overwritten period, but schama and davis add something new and exciting to the dialogue. my thanks
"
1511,"""the island of lost maps"" is the story of a petty crook named gilbert bland who stole rare and irreplaceable maps in the '90s.  posing as a researcher, bland would enter rare-book collections and slice old maps out of antique atlases with a single-edged razor.  then he would sell the maps to unsuspecting -- or at least unquestioning -- dealers.  before being busted at the peabody library at johns hopkins university in baltimore, he had stolen more than a half million dollars' worth of maps.

""island"" is the first book for author miles harvey.  in the book, he tries to pull together enough material on the crime and map collecting to create an appealing 350-page book.  he is only partly successful.  i found the material on bland's crime fascinating.  however, bland as a subject does not fill the entire 350 pages because his life is dull.  unfortunately the author inflates incidents and descriptions to pad the text.  i found myself skipping pages to get back to the crime.  there is some interesting stuff about map engraving in the age of discovery and modern mapmaking. but as a true crime book, it over extends itself.  it would be a more interesting book to read if it were shorter and more focused
"
410,"i love these type of memoirs. a person who is not boasting about their skill or having an attitude. simply shares the love of his work and love of his county. all of james herriot's books are wonderfull. i was introduced to the children's books a few years ago and just recently started reading his memoirs. love it, some parts were a bit dry but the books still flowed well and drew you back. love the depth of scenery and anicdotes about the area. recommend any book of his
"
185,"this book clearly, easily teaches the 5 different ways we each relate to one another.    it is applies very well to couples; however, the principles also provide essential insight into relating with children, colleagues... anyone!  it makes an excellent group book study or a read-on-one's own
"
959,"there were too many characters, disjointed plot threads, not much of a plot in the first place, and not much coverage of the overall march itself.  it focused on many obscure and unimportant characters who weren't that compelling
"
186,"i'll be blunt.  i didn't care for this book.  i bought it thinking it would delve into the subject of the gnostic sophia.  instead the author goes this way and that and hardly even mentions her.  i really think the title was misleading.  as a sidenote, lucifer is given a bad rap in this book and many concede that lucifer plays an important part in later understandings of gnosis
"
509,"this book offers more information about santa claus than it does the gods/godesses associated with the winter soltice.  the craft projects are cheesey and the recipes terrible.  save your money and do a little research yourself and if you want recipes or craft projects pick up one of those special christmas magazines for ideas you can adapt for a pagan holiday theme.
"
591,"this book reads like a horror novel.

by allowing her dogs (as well as another one in her care) to roam freely throughout an urban area crisscrossed by busy roads, the author demonstrates her utter disregard for the animals' welfare.  not to mention the antisocial attitude she displays with her total inconsideration for her neighbors, and for the countless strangers kind enough to phone when her lost dogs seek refuge on their doorsteps.

oh, and let's not forget the dozens of shelter dogs killed because their potential adoptive homes were filled by the plethora of puppies spawned by the author's choice not to spay and neuter her animals.

this book moves at a peppy pace, and might have been interesting (albeit morally reprehensible) if the author's ""observations"" actually provided any insight.  but those eighteen-wheelers on the alewife parkway veered closer to poor misha than the author's whimsical interpretations stray within range of scientific evidence.  case in point:  she is so clueless about the reality of canine behavior that she inadvertently allows one of her dogs to kill another one's litter of puppies.  oops!

any genuine dog lover (or any human with an ounce of compassion and common sense) will despise this book.  a previous reviewer hit the nail on the head: if ""feelings"" are your road map to life, you might enjoy this book.  if you regularly take your brain out for walk, forget it.  calling this a meaningful book about dogs is like calling ""jonathan livingston seagull"" the definitive text on marine fowl
"
1019,"that about says it all. bill bryson is a hilarious writer. i like reading grammar books anyway, but i was always excited to read this book, as it's so entertaining.

besides that, it can teach (or remind) you of a lot of good rules of writing.

the main problem is that several entries are unnecessary, and some necessary entries are left out.
"
783,"some of the stuff in here was really screwy. it's not a handbook to the &quot;food and mood&quot; book by elizabeth somer, which is what i thought it was when i bought it. it's a separate program entirely. this one is too woozy and non-western for me. very little hard data to back up what they say, just kind of fruity and flowery
"
1376,"the worst book i've read (actually, i was listening to the audiobook).  the characters are completely unbelievable and the book is so repetetive that i found myself yelling at the tape player, ""i know, i know already"".  i couldn't stand the torture anymore, i didn't even finish it.  i have enjoyed some of ds's earlier work, but will not buy another
"
1252,"private investigator kinsey millhone is back again in this fourth installment of sue grafton's alphabet series.  this time she is offered a fee to give a $25,000 cashier's check to a young man named tony gahan.  the check for the fee bounces and kinsey is now looking for the man who gave it to her, plus the young man she is to give the cashier's check to.  everything she finds out about her client is bad.  he is a drunk, who has killed several people in a car wreck, and appears to be a bigamist.  when he is found dead, kinsey has plenty of suspects including survivors of the dead motorists and two angry wives.  this book is written in grafton's usual breezy style, and kinsey becomes more independent and more likeable with each book.  i would recommend the whole series to mystery-lovers
"
656,"as a fan of gitlin, i was hoping that he'd give me the bottom line - his bottom line - on the air we breathe today, the same way that brave souls such as lasch, marcuse, and bell have done.  but gitlin isn't brave.  he admits, honestly, up front, that he will reach few conclusions, and merely wants to lay out what we face each day on the streets, on tv, and on the net.  what follows is a stream-of-consciousness depiction of life today.  i want more than that from gitlin.  i want his conclusions, not some lame statement that he hasn't reached any yet.  he's not getting any younger.  lots of other fabulous thinkers have failed at this stage of their lives.  it's time for his masterpiece - the next book, perhaps
"
989,"i bought this for a quick trip based on the good reviews and the fact that the new fodor's isn't out yet. this has a lot of beautiful pictures and good background explanations, but isn't great if you actually want to see much beyond holy sites and ruins. the maps are not comprehensive enough (the one for modern jerusalem  didn't cover a third of the city, and the one for tel aviv was tiny), and there is not enough practical information about food, hotels, and getting from place to place. i was disappointed.
"
1757,"this book is not about all people. it is about gifted (in this case that means sensitive) children that are misused to feed their parents narcissism. most children are not that sensitive and hence not suseptible to that specific abuse.

it is possible to be gifted and not be sensitive, but those traits do trend together. 

i agree that reading this book is an emotional experience for those former children, but that is a necessary part of the healing process.

this book pioneered the idea examine this from the child's perspective, and any subsequent critics need to consider this.

i heartily recommend this book for those that have been affected, and the others should give their copy to the library, grateful not to have needed it
"
1335,"i have read this book, mr. moon's &quot;divide and quit&quot;, mr. khosla's work, &quot;stern reckoning&quot; amongst others on the subject of the partition. ms. butalia's work is so saturated with her personal opinions and idealogy, that it almost ceases to be a work on history than the airing of one's thoughts and mindset. almost a diatribe, if i may. i will agree with what john_galt_who has written. i think he has hit the nail on the head. i did not consider this book worth either the money or the time
"
245,"when i was a senior in high school i decided to take correspondence courses instead of attending a regular school. this was the text used for my creative writing class. i absolutely loved it and have been trying to snag a copy of it ever since. this book is great at giving you ideas for how to make up your own work of fiction even if you never tried before. i would highly recommend it to anyone who is interested in seeing where their imagination can take them
"
1507,"as a fervent admirer of peter bart's previous books, the gross and who killed hollywood, i was extremely disappointed with this one.  i feel he sold out by flacking for peter guber, whose exploits were richly detailed in the book ""hit and run"".  there's really nothing new in here, and you'd be well advised to avoid it
"
1006,"maybe it is me but this novel was about as exciting as watching the grass grow.  it is the first mystery novel that i have read by a female author and i hope that it is not representative of the gender.  but, by the reviews here, all by women, i can see that jance writes to that crowd.  her readers seem to like being taken down the aimless boring pass of relationship drible. if you want to spend 10 pages with the main character sitting and talking about nothing in her mothers house or on her friends porch talking about their health than this book is for you.  it is amazing that jance can start great with the murder scene and then 200 pages later start uncovering her first clue, the insulin bottle.  jance gives no indication that oak vista or the stranded stranger are even remotely related to the story. do not start this book it is absolutely a total waste of time.  if you want a good mystery read coben, crais, patterson or michael connely
"
1536,"one tiresome, heavy-handed simile after another; agonizing, descriptive detail that unnecessarily prolongs action; simplistic, trite phrasing and dialogue -- characters constantly express vague but contradictory emotions in the same sentence, an obvious effort by the author to provoke interest or conflict which falls flat; routine characterization; a sentence or two slipped in during a scene or an unexpected circumstance placed at the end of a chapter meant to build plot and suspense read as forced and predictable; proofreading errors; fragmented, poor sentence structure -- this book is amateurish writing all the way around.  i cannot fathom the reasoning for the quality of the professional reviews which this work received.  i cannot understand the lack of proper editing.  i am an avid reader and approached this book with much enthusiasm, so imagine my disappointment when i was ready to put the book down a couple of pages into the prologue!  in fairness to the author (and with a hopeful attitude), i forced myself through the first 70 or so pages, however with each turning page i found myself reading along just for sport, my mind constantly drifting and more and more incredulous (and annoyed) with this juvenile effort. what could have been a fascinating read due to the intriguing premise is instead a colossal waste of time. 
"
297,"truly the author's pen is mightier than the sword as he takes on christmas, parents, children, evangelical christians from kentucky, television, macy's, the result of a dalliance during the viet nam war, and ""keeping up with the joneses"".  

this short book is much funnier than his best-selling ""me talk pretty some day"" as the author's humorous cynicism is at its best.  one can't put it down for fear of missing some insight into the american psyche.

three of the stories appear to be autobiographical (with obvious changes made to ""protect the innocent"") wherein the author ""tells"" the others in the guise of another.  

regardless, sedaris pulls no punches and will have the reader in stitches, even if there's a little guilt attached to that feeling.
"
597,"the writing was very disjointed in my opinion.  i had to read and re-read many sentences to figure out what the author was trying to say.  it was a struggle to read. no likeable characters.  i made it to the part where it was introduced that madeline slept with the ex-husband and current wife.  give me a break!  i moved on immediately.  too many good books waiting for me to waste time on this absurd tale
"
267,"with beautiful photos of the range of niki's work, this children's book enables both kids and adults to get an overview of niki's work, especially her sculptures. this is the only book i have found that has pictures of her escondido work-- it is a magical place and one can get a feel for it through this book
"
1286,"cajun cuisine is, without a doubt, the best cajun cookbook that i've ever used.  i was born and reared in southern louisiana, and the recipes detailed within closely mirror the exact techniques, seasonings, and spices  that i had learned by watching both my grandmothers in their kitchens, and  how i was personally taught by my grandfather at his hunting camp.  you  cannot go wrong with this book!                                    jacque
"
558,"i dont agree with the previous reviewer at all. my kids love everything in this book and if i find enough time i want to make every single toy. they are not scary looking at all. if you like knitted babes by claire garland, you ll love this one. 

there are 5 themes in this book: 
enchanted land: princess and castle 
fairy dream: fairy and baby, flower pillow, unicorn
wild trail: cowboy and mustang
set to sea: pirate and ratty, dinghy
magical waterworld: mermaid, fish, seahorse and crab, dolphin

there are also pages on knitting, crochet and stitching basics. 
this is probably not a book for a beginner, but if have some experience you ll want to get your needles, hooks and yarn and just get going. 
i can only recommend this one. 5 stars!!!
"
1653,"more than human is one of those books that has garnered high praise from the science fiction community because of its strong prose and original ideas.

the writing is often compared to that of faulkner but i wouldn't make that connection having read a few of faulkner's works.  sturgeon uses many of faulkner's narrative trademarks (i.e. streaming conscious, first person perspective of low iq individuals, disorienting changes in first person narrative) but i didn't feel the net effect really compared to say something like as i lay dying.

i love science fiction books and the readers in general love the genre which is why they want it to be taken seriously.  this results in undue adulation and comparisons to mainstream books.  more than human is slow, dated and not what i would describe as genre transcending nor would i recommend it to others.  so the idea might of been original in the 50's but topics like telekenesis, esp, computer-brain babies, and self produced morality and ethos have all been tackled more successfully in other science fiction classics before (asimov) and since.  this book rarely set off that wow! button in my head or kept me turning pages.  this book simply did not have enough meat in it to make it anything more than mediocre at best.

in 1953 there were 5 hugo award nominees for best science fiction book (determined in a retro hugo award ballot in 2004)  the retro hugo awards are fascinating because the voting (in this example) takes place 50 years later so the impact of the book on society can't really be ignored.  besides more than human, the far superior the caves of steel, childhood's end, and farenheit 451 were among the other entries in a banner year for classic sci-fi.  needless to say, more than human did not win (farenheit 451 did and rightfully so)

bottom line:  i wanted to like this book and it doesn't surprise me that others give it such high praise.  these are probably people that don't read other genres enjoy congratulatory wankfests
"
357,"i love other preston/childs books so i thought i would love this one.  i didn't.  it is completely predictable.  i was sure that the author would give it some interesting plot twists, but there were none.  and parts of it were ridiculous:  the length of the entombment, the amount of the treasure, the manner of transport, etc.  the only character i really liked was the monkey
"
498,"we absolutely loved ""cloudy with a chance of meatballs"" (i highly recommend it) but this is nowhere near as good.  most of the story is just rehashing the original book, with a little politically-correct ""let's ship the extra food to the hungry"" thrown in.  lame
"
259,"this would have to be the worst book i have ever read.wow will is running from dead people. some one is trying to kill him so cool.how much more boring can you get.i would not recommend this book to a cave man or any thing for that mater. so what i'm saying is it stinks
"
339,"if excelsior college didn't require this for the cpne, i would take it and throw it off the highest bridge i could find.  horribly confusing, doesn't make sense, and i cannot fathom how this would help your clinical practice.  the only redeeming feature is that excelsior does not let you write in this, so i will have a brand new copy of this for sale to some poor nursing student.  i don't mean to sound harsh, but this book isn't easy to use, it is confusing, and contradicts itself
"
1048,"a bunch of junk.  not any of the really meaty excersises.  an excuse for the auhor to make money
"
109,"this book provides a good research methodology which covers the
essential elements of starting and operating a small business
from scratch. the author covers the operational and legal issues
in clear english. there are references to another work entitled
""businesses you can start almanac by adams"". typical new businesses cited by the adams work are:

- traffic control consultants
- therapeutics
- technical writers who translate legalese or computerese into
  understandable english
- personalized child books
- systems integration
- time management training
- corporate training
- nutrition consultant
- standardized test preparation
- manufacturers reps
- mystery shoppers
- freelance writers
- government contract consulting
- efficiency experts
- outdoor adventures
- noise control via dosimeters
- herbal products distributors
- greeting card senders
- graphic designers and a plethora of others

the book is a good reference guide for anyone contemplating the
start of a small business
"
627,"other reviewers have taken pains to outline the ""plot"" of this baby boomer bodice ripper. suffice it to say author kathryn harrison, scrupulously adhering to some private conviction that ""more is better"" , offers estrangement between identical twins, loss of a child, incest, paternity confusion, mid-life crisis and spiteful erotomania as it crops up in the life of one understandably confused new york shrink. this reader was aching for the hero, will, to book himself onto jerry springer while feeling immensely shortchanged by lines from ms harrison like ""it's just...it's...what is it? will doesn't have a word for what he feels."" (perhaps the character lacks the emotional vocabulary to communicate with the reader: the author, however, should not. in any case, those are lousy, lazy sentences among so many examples.)
in addition to being insufferably, cartoonishly silly, the book is wounded by a dreary internal structure. bad things happen to will-the-shrink, will then regurgitates them at length to his shrink, then buttonholes his wife to regurgitate what happened, what he thinks happened, and what he thinks about what his shrink thinks. 
as for ms harrsion's ""famous"" sex scenes. they practically lie on their backs, fondling their adverbs and panting for penthouse approval: ""she's unbelievably wet and tight and impossibly, almost unnaturally, slippery.""
""envy"", by the way, is ms harrison's 11th book and she should, by now, be getting things more right than wrong
"
65,"the stationery is cute and colorful, but the pages are very cluttered. while the envelopes have spaces to write addresses and put return labels, the pages are too colorful and bold. a ballpoint or ink pen doesn't look good on the paper.
"
1959,"unlike most of the other reviewers here, neither i nor my nine-year-old enjoyed this book. the premise is good, but the family-values morality is heavy-handed and the writing limps along
"
450,"lee smolin is a very deep thinker and original physics theorist, ready if needs be, to question cherished assumptions. one is humbled at how fertile his mind is and how he is familiar with the ideas and the research of so many people

the book is mainly an account of his misgivings about string theory, where he initially states, as he sees it, the five big problems in physics. in this context, he makes the very important point that since the end of the 1970's there has not been a single breakthrough in our understanding of elementary particle physics and, in particular, he claims string theory does not achieve such a breakthrough. 

in making his case against string theory he discusses what string theory has given and shows how it appeared to offer a solution to some of the problems of theoretical physics. but then he builds up his case against the theory. he says that string theory does not reproduce the standard model, probably the most successful theory in physics, but even predicts particles not seen in nature. it did not predict and does not cater for dark energy, nor does it make new precise and falsifiable predictions. in particular he says string theory does not offer a solution to the foundational problems of quantum mechanics.  he also notes that here is no complete formulation for string theory. he shows though how the five versions of string theory could be unified if membranes rather than strings were assumed, but notes that this theory, m theory, still remains a tantalizing conjecture. he says hopes for a unique string theory have receded.

this reviewer would not dare to comment on his assertions but will say that any assertions he makes, are based on a very thorough knowledge of modern theoretical physics and merit the full consideration and respect of the reader. indeed new ideas are needed in physics as lee smolin says. we are missing something big. there is a feeling though that we are on the verge of that big breakthrough - that something just beyond our understanding at the moment will surface through the `murk' into our consciousness and revolutionize our knowledge of nature. the clues are there. to do this, lee rightly says that the sort of people who see through universal assumptions and ask new questions are needed. he also says that progress sometimes requires deep philosophical thinking but sometimes does not. and whether it is `lateral' thinking or a breakthrough revolution in `conceptual' thinking, new thinking is definitely required. lee concludes his book saying that what he intends to do is just that. he chooses to start with a paper of his on the relationship between quantum and thermal fluctuation. a good choice perhaps. 

i strongly recommend that anybody who is interested in physics and the current problems and mysteries in the area to immediately buy this book, if they have not already done so.






"
1603,"i really enjoyed this coloring book--as in my very early yrs., i had kaleidoscopes to play with.  i was always intriqued with the color spectrum in them.i was hoping to find more on line with the illustrator of this book.  sadly disappointed.  will keep looking at other book sites. by the way, i am 56 yrs. old--and i love to color.  it's wonderful therapy for relaxing and bringing back some childhood fun
"
262,"our family has enjoyed this a lot, since we take a lot of trips in our rv.  great way to entertain on the road.  we really liked the questions about pop music and movies, also some great questions about the us presidents.  very entertaining, clever
"
1462,"this is an excellent book. unlike many other tutorials available on internet, it gets you started with some beautiful melodies instead of ""twinkle, twinkle, little star"". highly recommended!
"
1298,"the book is well-written.  most parts of it i can agree with.  but there is a crucial mistake in parson's message --- oneness likes to play separation.   i can say clearly that oneness does not play separation.  duality/ego is simply a mistake/illusion caused by mind-evolution.  saying that oneness plays separation is giving reality to this illusion.  also, his message that we can not do anything still gives one a feeling that one is under the ""mercy"" of something, and this is clearly very dualistic.  without ego, both doing and not doing are actions of oneness, to intentionally emphasizing not doing is a mistake.  there are many illuminating sentenses in this book, but be aware of the neo-advaitan trap.  in my life, it was understanding, especially of the process of ego-illusion-image helped me to come to oneness.  the one who is doing the understanding is still oneness.  there is no duality in doing and not doing.  at right this moment, you can chose to continue to read this review or to stop.  of courses, you make choices in daily life.  if you really understand what is meant by ""nond-duality"", you will not make such statements such as ""there is no choice"".  
"
288,"ann coulter is unbelievable in her unrelenting hatred of anyone not in aggreement with her warped sense of reality.  to her there is no middle ground.    i am an educated, well travelled adult who while born in the united states, spent a good portion of my childhood living overseas and consider myself to be fairly open minded.  to be called a communist, a traitor, and an enemy of america just because i don't buy into the ultra conservative mind think is an insult to the freedom that this country was founded on.

i have never in my life considered buring or destroying a book because of it's evil, until i read this one.

be afraid, be very afraid of these people
"
1311,"miller knows his subjects (the people) and his subject (their desperation) with a clarity and fearlessness that most people would prefer to avoid.  viewing his photographs are no easier a task than living  wholly and honestly.  skinheads, speedfreaks, tenderloin whores, friends and neighbors.  lucid, terrifying, and ultimately beautiful photographs from a man of the same qualities
"
829,"i'm really disappointed in this book, because the author seems to imply that you can have anything you want, but that is just not the case.  it's a deceptive title.  

i can honestly say that this book is worthless and is not going to help you; you're better off practising feng shui and hanging little crystals in your house than reading this book (and i'm not knocking feng shui, i practise it myself).  people like the author of this book just want to make a quick buck at your expense.  in the end, you'll just feel worse off, looking for the ""next big thing"" to promise you some more snake oil.

another fact i'd like to point out is that this author sells this book in cd format for around $60.00 (i got a flyer in the mail).  if he is truly living life according to his principles why would he even charge for these so-called ""secrets,"" doesn't that go against his own moral values?  one of the gimmicks of the cds is that you can learn the secret sound of ""creation,"" as if chanting ""ahhhh"" is going to make everything alright.  thanks to dyer and others like him, i am completely against any sort of ""positive thinking"" guru.  they are only after your money (while you keep wishing you had more).

*btw, you might be interested to know that after reading this book, you're only going to find out that the big catch is that manifesting your destiny, according to the author, only applies to spiritual matters.  huh?  yes.  the entire book promises you can have anything you want, but it has absolutely nothing to do with material prosperity.  the author also wants you to know that if your desire is not in accordance with ""god's"" plan, you don't have a chance either.  thought i'd mention that before you read this book and end up feeling cheated!

"
1304,"old fan as i am, this one (and quite a few of the later ones) was a huge disappointment. badly written, obvious plot, even more cartoonish characters than usual. time for cussler to retire methinks....
"
1647,"save yourself time and buy any book by greg lemond (greg lemond's complete book of bicycling) or john howard (john howard's the cyclist's companion) -- they are both far better writers, well-rounded bicyclists, and honorable family men -- good role models for all true cycling athletes, young and old alike.  lance armstrong is good at chronicling his many bicycling events and achievements in this book, but what is notably missing from this text is the experience of a genuine champion.  lance armstrong would sell his own grandmother's last pair of socks in order to succeed -- leaving his family behind in order to pursue his one-dimensional goal of winning the tour de france.  he sold his wife and three helpless kids for bicycling success and he degrades the sport and his wonderful family by publicly flaunting his association with a pathetic and desperate rock singer ... yawn.  better to settle down with greg lemond's wonderful book for real depth, excitement, and rich experience and learn how to become a well-rounded cyclist and a real champion cycling athlete and family champion as well
"
48,"left for dead by her kidnappers, lore is found by the mysterious woman spanner, who teaches her to survive by her wits and to live in the dark world of crime. the two become lovers, but lore wants legitimacy and to heal from her various wounds (her past with her family, her weeks with the kidnappers), so she leaves, taking a new identity, and tries to fit in. ultimately, lore cannot run from her demons forever, and she must either choose to stay in the shadows or to face the truths of her past. set in the not-so-distant future, &quot;slow river&quot; weaves lore's pasts and present together into an astonishingly compelling tale. at the heart of the book is the story of a young woman healing from abuse, and the science fiction aspects are simply the setting and enhancing details. &quot;slow river&quot; is the type of book that transcends whatever genre in which it's placed: it's more than a science fiction story, more than a coming-of-age story, more than a lesbian love story, more than a story of healing from abuse. this is a book that makes one believe in the power of fiction
"
239,"in all the talk about education issues these days, it's easy to forget that what's really important is the relationship, the energy, between students and teacher.  when the teacher closes his door and is face-to-face with thirty kids--that's where it's at.  it's not test scores or textbooks or innovative curriculum--it's what happens between people in a classroom.  this book shows that dynamic relationship between eager, active kids and a caring, active teacher.  it's not all pleasant, and successes are sometimes small, but a pervasive caring underlies it all.  as a teacher, this book reminded me that sometimes the best thing i can do for my kids is to leave all that paperwork, go for a walk, go to bed early so i can be there for them the next day
"
453,"if you are looking for ideas and techniques this is a wonderful book. very well done
"
1427,"the only misstep so far in a wonderful series.  i was so eager for the book, i got a copy of the british edition, before it got to the us.  but i was disappointed.  somehow this just just doesn't get off the ground.  could davis be tiring of falco?  it seems to me that she is.  maybe it's time to do something, lindsey!  make some real changes in tbe characters' situations or kill them off.  real dullness in the supporting cast and plot, and the main characters (besides falso, who always has a life of his own) pall
"
1736,"this is my kindergarten son's favorite junie b. book, although he loves them all. he laughs out loud at junie b's antics and loves pointing out her grammar mistakes.  i love junie b. books because it helps initiate  conversations with my son about his kindergarten.  i'll ask questions like,  'has anyone in your class ever done anything like that'.  this particular  book led to interesting discussions about how grown-ups make mistakes too  and whether someone goes to jail for a minor crime (that's all i will say  without giving it away).  enjoy junie b. - she's charming
"
167,"more like a diary of some of tom's successes (and he has had many) but only a few anecdotes.  buy one of tj cloutier's books (or slansky's) for much much more insight
"
1883,"american pastoral was repetitious to the nth degree. i read the human stain a few years ago, and it was good.  but, in pastoral, the reader is put through a zillion permutations of possible dialogs between the swede and a psychoanalyst, and between his daughter merry and a psychoanalyst, but absent the psychoanalyst: roth is our psychoanalyst. what he misses, however, is that we simply have to realize that interpersonal dynamics are sometimes beyond our control. the swede never failed as a father; rather, he failed because he couldn't let go of his sense of responsibility for her
"
1183,"americans who can't name five poets will name allen ginsberg.  in this case, that is good since he was one of america's greatest poets.  this book attest to this.
  i write this review to show disappointment in the publisher who continues to publish the collected works on the cheapest paper next to newsprint.  
  for the next edition, i would like to see, at least in limited edition, a volume printed on quality paper which could last more than a few years before turning yellow.
  ginsbergs deserves better treatment
"
1155,"   the hitchhiker's guide to the galaxy is the number one best selling book in the galaxy for many reasons. one it is slightly cheaper than others, but most important is that it has the words'don't panic' written in bold letters on the cover. the story of the hitchhiker's guide to the galaxy revolves around this remarkable book. this story strangely begins when the earth is destroyed by a vogon construction fleet clearing the way for a hyper space express way. the last earthman, arthur dent, is saved by his best friend ford prefect, who is actually an alien that comed from a small palnet somewhere in the vecinity of betelgeuse. they are soon thrown out of an air lack and rescued by the heart of gold using the infinate improbability drive. inside they meet up with zaphod beeblebrox, the two headed, three armed president of the galaxy, trillian, an earthwoman who arthur failed to pick up and wnt with zaphod, and marvin, a parinoid android. this book tells of there amazing adventures throughought the galaxy. these adventures involve mice, an abandonded planet, a rather suprised sperm whale, and the number 42.
   i loved this book for many reasons. one reason is that it is filled with unexpected humor. another is that it gives a good spin on life. i could always count on this book to cheer me up. don't just stop with this book there are many others in this series.
"
1583,"i tell my life coaching clients that even one of these poems makes for an loving guide as to how to live your life.  her poem, mindful, eloquently points the way to a life of joy and fullness for anyone.  yes
"
512,"one star is too generous!  aaarrrgggh!  i am still mad about this book and i read it 3 books ago!  i loved ted dekker's ""three"" and i enjoyed peretti's children's books i read with my kiddos, so i was looking forward to the arrival of a collaboration.  but it was utterly silly!  if i start a book, i have to finish it.  okay, that's my own fault, but i had to make myself read this to get it over with!  i wanted to burn the book when i was finished to make sure nobody else i knew ever read my copy.  
the ending?  well, ""shoo!  get out of here!""  was embarrassing!  shame on you, frank and ted
"
1683,"this book gives the reader a fascinating and personal look inside not just the foster care system, but why they are very much so needed.  young dave's life was very likely saved by being taken from his mother's home and placed into foster care.  but this book makes it clear, that despite this positive change in is life, it certainly didn't mean everything was ""happily ever after"".  dave then struggled with issues ranging from not knowing some of the mere basics that other twelve years olds know by that age, ranging from as simple as how to take a proper bath to how to behave with proper manners.  it also gives you a good look at the struggle these hard working foster homes and parents go through.  they deal day in and day out with children coming from troubled homes, and these foster homes are in such high demand that they end up cramped to the brim.  i think many of us, myself included, are unaware of just what a struggle it is for both the foster children and the foster parents, as well as how much we need to support these people.  they are dedicating themselves to a truly needed and wonderful cause.

thanks again dave, for having the courage to share your beautiful story of heartache and triumph with us
"
1651,"i would recommend the power of simplicity to everyone.  this book goes far beyond a discussion of marketing strategy.  the idea of simplicity is relevent to all aspects of life.  this book is full of useful information and contraversial suggestions pertaining to marketing strategy.  although the book is considered an educational read, i feel that it is extremily entertaining as well.  it's just an interesting book, it doesnt get much simpler than that
"
581,"in seeking to develop my own grant writing course, i reviewed 20 books on amazon.  i was sold on this one by its extremely high amazon.com sales rank...probably the highest of this category.

nevertheless, i was shocked and taken aback by a comment on the introduction page, that harkened back to my eighth-grader days: ""you'll learn that in grant writing you especially need to cultivate two abilities: meeting deadlines and following directions.""  

despite the obvious comprehensiveness of the materials presented in the book from ms burke-smith's experience, i don't know who's responsible for the talking-down attitude presented here.  

this is my first everything title, and i don't know if all everything titles are like this, or if it's from award-winning business writer ms tremore.

all i know is after getting such an introduction, what reader would wish to proceed into the book's depths with that kind of attitude by one's hoped-for mentors?
"
